"id","logtarg"
957,0.493891234119109
2062,0.524481130443066
2623,0.35089472524385
3689,-0.0794626044006595
4251,0.942473405639138
4642,0.213562202143279
5002,0.785882316994863
6084,1.41509512160153
6130,0.350437520217765
6610,0.00216493833406657
7862,0.273946048721527
8648,0.36644373729729
9121,0.294143560686436
9377,0.781849991960038
9784,0.491557088366641
10855,0.286374690985482
14001,0.181237529933243
14575,0.374048384586417
15652,0.245790433897224
16470,0.439034910187543
17655,0.155774347772843
20010,0.704025470737886
20117,0.236003741098027
21210,0.102160704636595
21733,-0.165456141770326
22373,-0.117501160425639
23167,0.0808317259771015
23736,0.0866656608359437
26042,0.325266787871549
26417,0.380778833497104
27707,0.621330671195599
28258,0.219637713007893
28398,0.629493295600746
29084,0.26421508113788
29823,0.601586555802594
30589,0.0318514009825424
30805,0.684134683620512
31046,0.106202559385188
31224,0.116430958562754
32247,0.0593841932501768
33006,0.885922556432973
33618,0.638860862211894
33960,-0.176560970273737
34258,0.837225508193183
36293,0.680468854664367
36870,0.200835071610875
38202,0.335574298997625
40185,0.0891732341077121
40622,0.412538042335222
41947,0.382024685255548
44326,0.376250461407177
44750,0.188724060614243
45365,0.430937510990303
45497,0.718214975055935
45772,0.890199758430051
45861,-0.0286931807697099
46019,0.135413491531997
48186,0.0153501669255062
49093,0.234547287188322
49182,0.101935840664561
49190,0.538225402536046
49735,-0.12240471559211
49778,0.525610239375202
50962,0.700405257134269
51292,0.593987725080142
51691,0.563370378566973
53830,0.431711672182702
54542,0.616769085428174
55247,0.202444471511787
56774,0.203698379831709
56782,0.154159025939041
58114,0.443964506251193
58572,0.221378941611558
58912,0.481325572691863
59145,0.281025628087248
59935,0.472263815744128
62073,0.17564338295263
62790,0.0262443845002152
63169,0.140706161400041
63495,0.511727066009173
65420,0.197715523983674
65676,-0.0794780908452735
65820,0.336930221967424
65854,0.454043724167137
65870,0.673150794823912
66702,0.202350290100907
67512,0.609965163268287
67636,0.343444978257185
68624,-0.0374533056176977
68888,0.378696937913137
69841,0.02217766029298
69930,0.410247089363722
70343,-0.0167512099999211
71226,-0.0112088569387233
71269,0.0678284956667238
72028,0.380265105841793
72079,0.263097266415531
73385,-0.0239763930888647
73695,0.255791330182012
73717,0.224370430896582
74365,0.73616395116159
74411,0.30435854524737
74721,0.167520438331735
74918,0.431211976564248
75426,0.408478374590825
76090,0.277896254654239
76473,0.297647099080093
78700,0.452959665953793
78840,-0.0828808776286872
79014,0.296368323089486
79340,0.0901647598874015
79545,0.426100747759187
79804,0.0417932532706255
82490,0.0982268971173665
84280,-0.132706806882406
84638,0.549980851560415
84689,0.158733472003188
85464,-0.00163512848945212
87424,-0.0117760622563841
88013,-0.0157284056227297
88293,0.496672661883195
88390,0.643928653242351
88897,-0.0470493815336537
92592,0.9769917112852
93149,0.378816157578761
93262,0.246740494335199
94480,0.109423657937095
95125,0.413804585457206
95605,0.214369977328783
98620,-0.116442784959474
98906,0.278030336638821
99309,0.3200923059514
99430,0.411091170317608
99546,0.370912245399074
99619,0.210562859858248
99716,0.562885121036079
99830,0.565658831066046
100420,0.623945238652456
100927,0.401064878363929
101010,0.318152487800996
101192,0.193688772981753
102229,0.0683092676981739
102563,0.293367024984344
102580,-0.166479924404793
103055,-0.0437747234082695
103446,0.588679161271558
103616,0.74799516332151
103705,0.207192065245147
104760,-0.0359316616809328
105546,0.0515623840081715
105619,0.410412154487634
107751,0.201712093936595
108286,0.843704144534399
110620,0.384042385082424
110736,0.0228111141880749
111490,0.25647320917687
112356,-0.052072076186635
113506,0.293472330839452
113840,0.670697055660837
114308,0.106350942034237
114529,0.408253445863258
115223,0.36933378934637
115819,0.698288848766525
116114,0.705364789070183
117315,0.00336456863028379
117536,0.255545192996038
118257,0.158393675734955
121088,0.202310403319841
121126,0.805182893062418
122165,-0.0207750075143533
123153,0.189208320344329
123161,0.145753593792821
123340,0.7612191263567
123625,0.262669093320569
126268,0.551338069554676
126306,0.500129346326342
126373,-0.119016892880627
127957,0.0345222137116609
128090,1.05422854677431
128260,0.408062642953124
128600,0.185220063459495
128678,0.370565415115781
129348,-0.204542385217371
129895,0.501520294867963
130346,0.0390348139019741
130427,0.320150361867909
130923,0.317549152071503
131270,0.0315695970389242
131911,0.515770949358601
132160,-0.113061852374435
132292,0.725965116019711
132390,0.733234284583477
132438,0.361884446214662
132462,0.394517711822151
132748,0.833804101532782
134031,0.168092202796311
135062,0.165758890955289
135151,-0.035039793783854
135224,0.083448570844474
135976,0.257446261934096
136816,0.226891925448687
136913,0.0157937134679585
137847,-0.130020457756077
138002,0.367923132969131
138347,0.785135085111741
138703,0.260263844268986
139939,0.55118768639089
140686,-0.12197359793
143197,0.147646577538693
145564,0.294276145470416
145882,0.179683426697212
145920,0.116643027442489
146641,0.0782913372457405
147400,0.321940512740596
148334,0.953088459119065
148997,0.450239234679552
149195,0.549780755143786
149683,0.439061292006324
149748,0.83943958747219
150355,0.141881105563607
150525,0.557640322273077
150860,0.364371586504681
154113,0.311586670221791
156000,0.421053277998773
156981,0.643632212854229
158046,0.74203722083751
159670,0.430035813659617
160482,0.414207087073051
162337,0.655855765612713
164968,0.266735446166779
165158,0.152625523523227
165905,0.151818377369448
167088,0.57433645222082
167150,0.533240742079451
167967,0.0314815824258152
169188,0.0523247064475613
169200,0.480651732153356
169790,0.459587967019842
170070,-0.0560215887593858
170526,0.0666505346327673
172464,0.105965398092875
172650,-0.103397685488201
172910,0.171658876232151
173630,0.389936449859255
173738,0.287322238404226
173827,0.588825185806273
174157,0.269079768194482
174572,0.757559294222133
175897,0.309057295899345
176575,0.99367666005948
176583,0.513882716583304
176796,0.362704482796598
177040,0.106690086181417
177180,0.417068539119336
178039,0.778307469640993
179779,0.108523242414285
180386,0.0826815167351174
180521,0.326145633626484
182621,0.43366810529211
183571,0.266510297898844
183970,0.444526165727484
184870,0.483740049144176
186325,0.0116770139206514
186716,0.466599663156864
187291,0.139253866778712
187658,0.159665431850355
188999,0.198093484895511
192015,0.309071419576761
192996,0.756633836862283
193542,0.557859567973365
194530,0.403829362338184
195049,0.29904721056247
195812,0.194543082314424
197041,0.684225732833726
197238,0.251417416417372
197432,0.357294712538049
198307,0.246195889087341
199133,0.619708968390065
199141,0.459122283140486
199311,0.171830229043409
199524,0.272152133505783
199788,0.416904875368506
199982,0.743162174410192
200409,0.24471550674104
200530,-0.0736318459175514
201650,0.631957297523108
201685,1.11627629032705
201758,0.271135533317625
203114,0.0821549873247348
203629,-0.0473431907710445
203858,0.142661967822603
205664,0.483342557573279
205818,0.258460292620205
206970,0.315518820582164
207764,0.736807785071335
208000,0.208091721195093
211729,0.078807490412657
213403,0.513416740865608
213705,0.193985501644775
215015,0.390874416342085
215252,-0.0979979777090736
215686,0.11431458770827
216402,-0.0578368838365566
216410,0.466105057614693
216682,0.478427230609048
217077,0.406699544003106
218413,0.558725345352509
218790,-0.0390044492755796
221562,-0.1532033322438
221848,0.27385762290134
221945,-0.0715528724761567
222780,0.736822715559924
223999,-0.162588311746083
224669,0.696861849640907
224901,0.312647923637945
226777,0.65655105295516
227412,0.773936677791303
228460,0.867408452365578
229350,0.507075571929953
234320,0.105114942095501
234494,0.0256965618970065
235806,0.144006742657454
237400,0.194109046915939
237981,0.393968431207678
238872,0.241934034173612
241300,0.355395297061659
241750,0.246230986708592
243345,-0.00954016275567229
243779,0.119313778074258
244074,-0.0436468979936642
244996,0.402065320336716
245232,0.447767859873039
245836,0.751168453573112
246620,-0.191546890750603
247332,-0.0726910399654545
249599,0.437022245490225
250147,0.297977617982703
250996,0.654895046411856
251330,0.388242111136213
251739,0.664097658809886
252247,0.25839839221831
252638,0.463015420705049
253057,0.0181967988323659
254460,0.759512571996661
